Format,Title,Artist,Release Year,Genre(s),Country,RIYL,Location (Shelf),Album Cover URL,Fill In?
Record,Public Service Announcements,We the People,1987,Public Service Announcement,US,,"""B3""",https://i.discogs.com/meBLB0dTm1SdedtjteX7Bq4NlOGwOCBQVAnfhzu5UZg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkyODEx/MTQtMTQ3Nzg2NzA4/MS04MjcwLmpwZWc.jpeg,
Record,Gallagher,Gallagher,1980,Comedy,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0d/81/bc/0d81bcc5-365d-ccc1-af1a-2e9d809ceb87/190295408329.jpg/600x600bb.jpg,
Record,Soundtrack to Johnny Handsome,Ry Cooder,1989,Soundtrack,Europe,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/99/41/d3/mzi.ngpsxreb.jpg/600x600bb.jpg,
Record,Mad Mad World,The Arcadians,1987,"Chanson, Ethereal",Belgium,,"""B3""",https://i.discogs.com/6EnQgMCoRruHGYQjiOpNB4I6Ot-N8glxyWuMCJDP8GA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxOTQ0/MTItMTI4NTM0MTYz/NC5qcGVn.jpeg,
Record,Glad 'n Greasy,The Beat Farmers,1986,"Alternative Rock, Country Rock",UK,,"""B3""",https://i.discogs.com/gYOtnm-ISw4URzrdBZCsdKVyX3B752pgCpqA8vkjSxw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzc5/ODMtMTQ4OTMxNDM5/OC00NDExLmpwZWc.jpeg,
Record,Van Go,The Beat Farmers,1986,"Alternative Rock, Country Rock",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a8/ac/df/a8acdf40-50ab-0615-0cfb-37402797188a/715187750425.png/600x600bb.jpg,
Record,Staying Out Late With,Beat Rodeo,1985,"Country Rock, Pop Rock",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/30/c4/d1/30c4d11b-ad1f-d8d7-ed0e-18ed46753de2/810043680103.jpg/600x600bb.jpg,
Record,Barnet Dogs,Russ Ballard,1980,"Hard Rock, Classic Rock",Europe,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/e1/f6/b5/e1f6b509-5a14-c23c-c75c-612c4c1228bf/886445778724.jpg/600x600bb.jpg,
Record,Love Agenda,Band of Susans,1989,"Alternative Rock, Drone, Noise",UK,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/db/41/49/db4149fa-daa5-9f8e-fcac-77bc0b2d9a4f/4050486071731_cover.jpg/600x600bb.jpg,
Record,Again and Again,Chick Corea,1983,Contemporary Jazz,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/41/13/b4/mzi.yvwqhpky.tif/600x600bb.jpg,
Record,Slide Show,Gary Burton,1986,Contemporary Jazz,Germany,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/9c/1f/74/9c1f74fa-9a90-ea1a-3fd2-ce69fad3551f/00042282725721.rgb.jpg/600x600bb.jpg,
Record,Acoustic Band,Chick Corea,1986,"Fusion, Jazz-Rock",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/32/f7/2e/32f72eab-d932-8ff0-e81b-d3c46e513976/00602537765348.rgb.jpg/600x600bb.jpg,
Record,Automatic Overdrive,Al Copley,1989,"Jump Blues, Piano Blues",US,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/5307f1c421addc87c1ddcd403bbd0a89.jpg,
Record,Texas Twister,Johnny Copeland,1983,Texas Blues,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/62/cd/dd/62cddd34-98bc-8aba-760a-8ef76ee8e855/19CRGIM16762.rgb.jpg/600x600bb.jpg,
Record,Make my Home Where I Hang My Hat,Johnny Copeland,1982,Blues,US,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/78ba7227f0b3efeeded637e9d38667e4.jpg,
Record,Swimming with a Hole in My Body,Bill Connors,1980,Contemporary Jazz,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/3b/0e/b0/3b0eb036-90f1-2ff3-22fa-8e73e2f10bcd/00042284907828.rgb.jpg/600x600bb.jpg,
Record,Of Mist and Melting,Bill Connors,1978,Contemporary Jazz,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a5/e5/7d/a5e57d6e-ba42-655c-fc4e-09a8787949b7/00042284732420.rgb.jpg/600x600bb.jpg,
Record,Assembler,Bill Connors,1987,"Fusion, Jazz-Rock",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/6c/12/ac/mzi.tfzzlgiq.jpg/600x600bb.jpg,
Record,Dixieland Jam,The Eddie Condon All-Stars,1994,Swing,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/a7/8e/57/a78e57e5-6626-1bd2-cbc8-a0ab5fe18f0f/dj.bfzsdtqj.jpg/600x600bb.jpg,
Record,Jazz,Ry Cooder,1978,Ragtime,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/de/e6/84/mzi.psswyxnl.jpg/600x600bb.jpg,
Record,That Toddlin' Town,Eddie Condon,1959,Dixieland,US,,"""B3""",https://i.discogs.com/3qMRNuiOFtb7E1Ghmnoy8_GqYnKqkMQ8RXeG0VWaJYo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4OTQw/MzgtMTM5NjM4MTMy/OC00NTU3LmpwZWc.jpeg,
Record,By Myself,Cal Collins,1980,Jazz,US,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/418c0978090f2c25ea753f24d63d0353.jpg,
Record,Frozen Alive!,Albert Collins,1981,Texas Blues,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/5b/32/b7/mzi.jgvwdddb.jpg/600x600bb.jpg,
Record,17,Cowboy Temple,1985,"Synth-pop, New Beat",Germany,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/d1b2cf4ab8f24109829a57379c328e08.jpg,
Record,Get off My Case,Comateens,1983,"Electro, Synth-pop",US,,"""B3""",https://i.discogs.com/ubMvTiAQb27FeM_fyix--Y8bHHmhZ8R75iyZaGNp770/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc4NDYz/NC0xMTU4NDczNzU1/LmpwZWc.jpeg,
Record,Devil's Gun,C.J. & co.,1977,Disco,France,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/5f/76/b7/5f76b72d-b85e-bb41-9a00-d4fab4560221/artwork.jpg/600x600bb.jpg,
Record,Pushing the Envelope,Bobby Previte,1987,Contemporary Jazz,US,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/dca7fc0ae9a7b74c0e38a0ba1234ec3d.jpg,
Record,Tenderly,Buck Clayton,1979,Swing,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music127/v4/49/62/c1/4962c199-3554-ec8c-69f7-90597bd5a01c/077712770194.png/600x600bb.jpg,
Record,Are You Ready?,Stanley Clarke,1984,Jazz-Funk,US,,"""B3""",https://i.discogs.com/yTQCCJBswz1-FNZsYiRJ37teCoLECdj8RsuBM6lxe_k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMzMw/ODktMTIzMzY2MTcw/Ni5qcGVn.jpeg,
Record,Picture This,Billy Cobham,1987,Jazz-Funk,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/45/cd/a0/45cda005-c3e3-8fe3-3ee4-28f3ad7292be/00030206714791.rgb.jpg/600x600bb.jpg,
Record,Yakety MAdness!,Richie Cole and Boots Randolph,1983,"Big Band, Swing, Cool Jazz",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/11/18/d2/mzi.driaxgut.jpg/600x600bb.jpg,
Record,Side by Side,Richie Cole and Phil Woods,1981,Bop,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/d5/49/71/mzi.jieqtfqw.jpg/600x600bb.jpg,
Record,Greatest Hits of the 1900s,Richard Kapp,1986,Modern,US,,"""B3""",https://i.discogs.com/lRz-li9ebkCzU6EzssWIwKQnPTWxBI1dUvfvWbdHnvo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1MTI2/OTgtMTYxODI0NDU3/Mi01MzczLmpwZWc.jpeg,
Record,Crossover Dreams Soundtrack,Crossover Dreams,1986,"Soundtrack, Salsa",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/v4/c1/43/e8/c143e82f-982b-ff63-df93-ab302f723fdf/603497927265.jpg/600x600bb.jpg,
Record,Disc 9,The Magic of Psychoacoustic Sound,1979,"Field Recording, Therapy",US,,"""B3""",https://i.discogs.com/dRF8Kl1mm4OLYHEKwdyAW7d4Gz3tCOVVGbMhwLH6F0Q/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODcy/MzUtMTU2NDEwMjU1/Mi0yNTIyLmpwZWc.jpeg,
Record,Disc 10,The Magic of Psychoacoustic Sound,1979,"Field Recording, Therapy",US,,"""B3""",https://i.discogs.com/dRF8Kl1mm4OLYHEKwdyAW7d4Gz3tCOVVGbMhwLH6F0Q/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODcy/MzUtMTU2NDEwMjU1/Mi0yNTIyLmpwZWc.jpeg,
Record,My Fair Lady,My Fair Lady,1956,Musical,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/80/b5/f6/80b5f6fb-9727-254c-61eb-fa2e75a204fe/mzi.xefgmlbj.jpg/600x600bb.jpg,
Record,Michael Smith,Michael Smith,1983,Synth-pop,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/71/2d/61/712d617d-f4a4-5904-1b11-d4b4b45c47c5/828768588925.jpg/600x600bb.jpg,
Record,Not Kansas,Bay of Pigs,1985,"Alternative Rock, Goth Rock",US,,"""B3""",https://i.discogs.com/apLwosCFgzw0zIKWXV5mU1OvJwNZ9IEDnzIQ57EW4Wg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1NTg1/MDMtMTUwNjcxNzc3/MS03OTU5LmpwZWc.jpeg,
Record,Glad,Miracle Legion,1988,Alternative Rock,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/67/8f/a5/678fa5ee-20e1-89fc-0b54-199c3bc3e715/613667132269.jpg/600x600bb.jpg,
Record,Sympathy,John Miles,1980,Classic Rock,US,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/b600d4b78bb86f132c34944bcff6d142.jpg,
Record,Zaragon,John Miles,1978,"Pop Rock, Classic Rock",UK,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/6417cfb8dacc55d2a6472d06786cb9e5.png,
Record,Stranger in the City,John Miles,1976,"Pop Rock, Classic Rock, Prog Rock",UK,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/c21b3fa368014fc49c0d5e8728d3fc80.png,
Record,Glorified Magnified,Manfred Mann's Earth Band,1977,"Pop Rock, Prog Rock, Classic Rock",Germany,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/v4/26/ab/8c/26ab8cfb-f8b1-af5a-e936-1ef840f67f94/cover.jpg/600x600bb.jpg,
Record,Strike Like Lightning,Lonnie Mack,1985,"Blues Rock, Chicago Blues, Modern Electric Blues, Rockabilly, Texas Blues",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/07/fb/54/07fb5411-f781-a9a9-0ff4-0a5f08170206/2739.jpg/600x600bb.jpg,
Record,The River of Desire,The Orson Family,1983,Psychobilly,France,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music/37/84/36/mzi.tawybycb.jpg/600x600bb.jpg,
Record,Square Dance with Calls,Square Dance with Calls,1979,"Folk, World, & Country",US,,"""B3""",https://i.discogs.com/2bh3DiPxK7ZV5vep2v9NYDCVea6Irnb8zW8QMr3jelw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxODk0/ODItMTMxOTc0Njc1/Mi5qcGVn.jpeg,
Record,Drop Down and Get Me,Del Shannon,1981,Rock & Roll,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/ba/90/d9/ba90d9ec-5aab-2db9-0333-b8c703ddc7fc/193483495149.jpg/600x600bb.jpg,
Record,From the Streets of New York,Sha Na Na,1973,"Rhythm & Blues, Doo Wop",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/dc/23/5b/dc235b43-06b7-3d45-79cc-89ed7929beb6/886444957427.jpg/600x600bb.jpg,
Record,Reaction,Johnny Seaton,1986,Rock & Roll,US,,"""B3""",https://i.discogs.com/lpVr9iM1hu7IMV_lB6yNAR8XbruDS3ZV13x_xJgIBLw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4MDEw/MjMtMTUwMTA4MDkx/NC0yMzg1LmpwZWc.jpeg,
Record,Foreigner,Cat Stevens,1973,"Folk Rock, Art Rock, Pop Rock",UK,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/4e/c9/cd/4ec9cd7b-9fa8-2882-82cf-157225e59e04/00731454688727.rgb.jpg/600x600bb.jpg,
Record,The Johnny Smith - Stan Getz Years,Johnny Smith,1978,Jazz,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/07/4d/90/074d903d-7be6-e011-0199-9517b4ad4f94/0724359309156_1404x1404_300dpi.jpg/600x600bb.jpg,
Record,Harmonica Blues Kings,Big Walter Horton,1986,"Harmonica Blues, Chicago Blues",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/89/10/a6/8910a6f3-991c-9345-a6aa-f8b291a501d2/38153071288.jpg/600x600bb.jpg,
Record,The Mekons Rock N Roll!,The Mekons,1989,"Alternative Rock, Folk Rock",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/c3/ea/90/c3ea907f-dacf-4eb7-b480-1708b81ef674/cover.jpg/600x600bb.jpg,
Record,Museum,Mary My Hope,1989,"Alternative Rock, Post Rock",US,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/6a60cb44795e4ca69a784decd72abc5f.jpg,
Record,Suicide Kings,Mary My Hope,1989,Alternative Rock,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d0/7e/1c/d07e1ceb-e2ce-c544-cb7d-506f3f58f0d7/190296216657.jpg/600x600bb.jpg,
,,,,,,,,,
Record,City Connection,Terumasa Hino,1979,"Jazz-Funk, Fusion",Japan,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/e0/94/05/e09405ae-cd63-081c-e518-6736a7c07078/VICJ-77014.jpg/600x600bb.jpg,
Record,American Favorite Ballads Volume 5,Pete Seeger,1958,"Country Blues, Delta Blues, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/85/a9/d8/mzi.hltgwpyz.jpg/600x600bb.jpg,
Record,Best of,Carly Simon,1975,"Soft Rock, Pop Rock, Vocal",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c4/2e/4e/c42e4e98-0316-1e17-0ca3-b2acd11e5738/mzi.dnscdjwg.jpg/600x600bb.jpg,
Record,Come Upstairs,Carly Simon,1980,"Soft Rock, Vocal",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music62/v4/77/9d/c8/779dc876-fa67-8dd7-a62d-882baee2f70f/mzm.jtzxvoia.jpg/600x600bb.jpg,
Record,This Good Tonight,Steve Seskin,1979,"Blues, Folk, World, & Country",US,,"""H1""",https://i.discogs.com/MlTNnTrk8TueNz9RTL5iXJlBqrJF15O98BxFUzjAz68/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc5MDk3/OTItMTQ1MTQ1MTg3/Ny0zMDU1LnBuZw.jpeg,
Record,Young vs Old,Pete Seeger,1969,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/49/21/37/492137ca-76f8-2ec5-66e3-87ef3435ab6f/886447980828.jpg/600x600bb.jpg,
Record,Broadsides,Pete Seeger,1964,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/f8/1e/b7/mzi.cuzvareh.jpg/600x600bb.jpg,
Record,Simple Dreams,Linda Rondstadt,1977,"Folk, Country",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4b/9f/7e/4b9f7efc-03d9-007d-cc18-16ba2ba6528f/603497867646.jpg/600x600bb.jpg,
Record,Hasten Down the Wind,Linda Rondstadt,1976,"Folk, Country",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/69/36/5a/69365ac2-da00-9dfb-4a22-3cc86d414bcb/075596061025.jpg/600x600bb.jpg,
Record,Take a Stand,Anne Romaine,1985,Country,US,,"""H1""",https://i.discogs.com/HDic0We8C5-einW6v5eVOyWbHJTAzTpJ0NKKjfVIJ9c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYwOTkw/OTQtMTUwNzEzOTcz/MC04MTUzLmpwZWc.jpeg,
Record,Sorry is as Sorry Does,Gamble Rogers,1986,"Folk, World, & Country",US,,"""H1""",https://i.discogs.com/UQcx159HBk8JKIZoyXNhKO96VF46CfRZ4EDeRTUL4B0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwMjIw/NjgtMTc1MzM3OTMw/MS01MDMxLmpwZWc.jpeg,
Record,Moonrise,Kim Robertson,1985,"New Age, Instrumental",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/97/f0/0f/mzi.koietfeb.tif/600x600bb.jpg,
Record,Pig,Hargus Robbins,1978,"Country, Bluegrass",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ea/89/1e/ea891e90-42c3-845b-60a2-d05357e776c8/cover.jpg/600x600bb.jpg,
Record,Dangerous Stranger,Jerry Riopelle,1979,"Pop Rock, Southern Rock",US,,"""H1""",https://i.discogs.com/QFVpPpJgHJ7BrwghJjU50G6fmmNSULe4h9hd_CH4Cns/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1Njk3/NjUtMTM5NzAxMDUz/Mi0yNDMzLmpwZWc.jpeg,
Record,Can't Leave Jah,Scion Success,1984,Dancehall,UK,,"""H1""",https://i.discogs.com/RNuQfJ4UaWhTKRX2NfZwd7hdbq8QOI8Y1bhnBtiTOQg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MDgw/MDctMTI4Nzg0MjUw/NC5qcGVn.jpeg,
Record,Benga Blast!,Daniel Owino Misiani,1989,Soukous,UK,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/97/9a/d1/mzi.tacjpvlm.jpg/600x600bb.jpg,
Record,Ozark Mountain Daredevils,Ozark Mountain Daredevils,1973,"Country Rock, Southern Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/5e/db/62/5edb62ac-8cad-c579-cade-ca5a34c689c2/00075021311022.rgb.jpg/600x600bb.jpg,
Record,It'll Shine When It Shines,Ozark Mountain Daredevils,1974,"Country Rock, Southern Rock, Pop Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/9b/3a/b2/9b3ab267-cd67-7f61-1954-0a32a54977bc/00602527511375.rgb.jpg/600x600bb.jpg,
Record,The Ozark Mountain Daredevils,Ozark Mountain Daredevils,1973,"Country Rock, Southern Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/5e/db/62/5edb62ac-8cad-c579-cade-ca5a34c689c2/00075021311022.rgb.jpg/600x600bb.jpg,
Record,These Things Too,Pearls Before Swine,1969,"Folk, Folk Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m05/d17/h17/s06.sedudsfa.jpg/600x600bb.jpg,
Record,...Beautiful Lies You Could Live In,Pearls Before Swine,1971,Folk Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m05/d17/h17/s06.zdavznvw.jpg/600x600bb.jpg,
Record,City of Gold,Pearls Before Swine,1999,"Folk Rock, Acoustic",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m05/d17/h17/s06.uzwsnilm.jpg/600x600bb.jpg,
Record,Up & Up,Tom Paxton,1979,"Folk, Country",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/48/1e/c4/481ec4ab-5e42-8f6c-ad8f-086314e47eee/21CRGIM29092.rgb.jpg/600x600bb.jpg,
Record,The Bluest Sky,Nikki Meets the Hibachi,1990,Folk,US,,"""H1""",https://i.discogs.com/BnODgdDfx6bc-1VF6LI8j8beaBwLl3j-vSiHJ12ohKs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MTgz/NTktMTI5NzkxODI5/My5qcGVn.jpeg,
Record,Reactor,Neil Young,1981,Hard Rock,Germany,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/bc/b6/56/bcb65609-cce7-7644-17ec-096bce0fcf90/093624914242.jpg/600x600bb.jpg,
Record,Pop Quiz,Young Caucasians,1983,Power Pop,US,,"""H1""",https://i.discogs.com/SLooqePcQ6xXXL8sjwh5crKr4YQT7TZ2DWPTTHRTsA0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1MDEz/MDgtMTM2NjY2NTA4/MS04NzI4LmpwZWc.jpeg,
Record,Young Blood,Various Artists,1983,"New Wave, Goth Rock, Punk, Avantgarde",UK,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c2/51/84/c2518439-d810-7f1f-c9ff-396c9fa7d266/886448132882.jpg/600x600bb.jpg,
Record,The Sidewalks of New York,Wurlitzer 146 Carousel Organ,2010,,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/96/1a/15/mzi.tmvqsfvh.jpg/600x600bb.jpg,
Record,Danger Money,U.K.,1979,Prog Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c3/a2/eb/c3a2eb06-7a4d-dd49-29b9-a70096a2f02b/807070915025_cover.jpg/600x600bb.jpg,
Record,Live! Night After Night,U.K.,1979,Prog Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/63/45/cc/6345cc98-aa83-ad6e-e3c9-1a36ff9838a4/190296614316.jpg/600x600bb.jpg,
Record,Favorite Ballads,Pete Seeger,1961,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/e8/f4/a0/mzi.zwyhfrxs.tif/600x600bb.jpg,
Record,Nangadeef,Ray Lema,1989,"African, Jazz-Funk, Rumba",Europe,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/b7/e5/8f/b7e58f38-b60d-06cd-642e-a86c33d28549/19UMGIM38763.rgb.jpg/600x600bb.jpg,
Record,American Ballads,Pete Seeger,1957,"Folk, Ballad",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/74/0e/1e/mzi.aamvssrc.jpg/600x600bb.jpg,
Record,Music From True Vine,Mike Seeger,1972,"Folk, Appalachian Music",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/a4/1e/47/mzi.mqdjxuii.tif/600x600bb.jpg,
Record,American Folk Songs,Seeger Family,1957,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/08/4a/41/084a4180-472c-476b-78f1-ae23e8ccb236/dj.zcromhpc.jpg/600x600bb.jpg,
Record,Unborn Child,Seals and Crofts,1974,Folk Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/11/e8/49/mzi.rehlfsns.jpg/600x600bb.jpg,
Record,Cheapo Cheapo Productions,John Sebastian,1971,"Country, Bluegrass, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/cf/38/61/mzi.kbdhqyhj.jpg/600x600bb.jpg,
Record,The Earl Scruggs Revue,The Earl Scruggs Revue,1973,"Folk Rock, Bluegrass",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e7/3a/a7/e73aa7c4-f444-de92-146e-af41ad647fc5/196589677297.jpg/600x600bb.jpg,
Record,Kid on the Mountain,Duck Baker,1980,Folk,UK,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/fe/77/7b/fe777b3a-ac18-de76-32fd-4a71cf8a29f9/725543175021.jpg/600x600bb.jpg,
Record,Strike Anywhere,Earl Scruggs Revue,1977,"Country, Bluegrass",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/96/77/fc/9677fc28-8908-7f81-3581-fa5ba3a980aa/886445806175.jpg/600x600bb.jpg,
Record,The Late Great Townes Van Zandt,Townes Van Zandt,1972,"Country Blues, Country Rock, Folk Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/8d/e5/8b/8de58bf6-e487-3013-2bd1-813717446e47/00602547682970.rgb.jpg/600x600bb.jpg,
Record,Classic Schooner Fare,Schooner Fare,1988,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/2c/9d/ed/2c9dedf0-f4a7-300d-22dd-74aa8e93decb/715498889128.jpg/600x600bb.jpg,
Record,New Life,Sakhile,1984,African,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/be/da/56/beda56c7-97b9-dad5-50a6-2fb2dbf82310/24UMGIM83150.rgb.jpg/600x600bb.jpg,
Record,Things I Hate to Admit,Victims Family,1988,"Hardcore, Math Rock",Europe,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/5341077ce43f477abc55c0768dca2248.jpg,
Record,Voltage & Violets,Victims Family,1986,"Hardcore, Punk, Jazz-Rock, Heavy Metal",US,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/54d298751eaf458d9eca6cf6a3125424.jpg,
Record,I Am Waiting,Vigil,1987,"Alternative Rock, Pop Rock, Goth Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/53/27/00/532700dc-ef4d-b463-05ff-1f6407d7d7e3/761195107928.jpg/600x600bb.jpg,
